observations,centile,subject_ids,AUDITORY,COGNITIVE,EMOTION,GUSTATORY,MEDIAL_WALL,MOTOR,OLFACTORY,SOMATOSENSORY,VISION,VISION_V1
7,0.05,7,1.6483993082002077,1.360525238329749,1.2614493405881944,1.5538960791213479,0.15829399221802656,2.031814176627695,0.7708346606764238,1.5203023885824338,1.4397602968717262,1.3736059444473436
7,0.25,7,1.7754940885450943,1.4330298997909139,1.3610383479282777,1.7031624894652682,0.18143501914077442,2.15793990348,0.9477073009766241,1.6437267143995122,1.541243036777225,1.4420657089574578
7,0.5,7,1.8382646718969338,1.4713763028080447,1.4137144194780433,1.7747668832139036,0.19285152088491184,2.220958829766207,1.0234422468864608,1.702846170976892,1.5931706208985923,1.491245105882594
7,0.75,7,1.8981099507808217,1.50797682964741,1.4631155980658477,1.8416515864875358,0.20311840715621657,2.2815032346549073,1.0841599915436257,1.7579738780226213,1.642355374474622,1.543755155037839
7,0.95,7,1.9904888076216558,1.5623126669875074,1.5346996226560485,1.944741521540907,0.21764631210453103,2.3744439009709755,1.173296327982475,1.8419754442989447,1.7156007071450947,1.625900081619819
8,0.05,8,1.63144131026835,1.3342009800262773,1.2234175996420993,1.5462633134443964,0.16347225415220942,1.9847820614731235,0.8515499081789937,1.500201558441888,1.4033131121157634,1.1974568876640053
8,0.25,8,1.75934331160413,1.4120823476385596,1.3256121358622375,1.6926414076256482,0.18444175502434693,2.1210366807369145,0.9885485334018937,1.6280570519362652,1.519572937009185,1.2976982728930393
8,0.5,8,1.8208452615030757,1.4503625324736282,1.37627277850301,1.762423766178347,0.1953214004178685,2.184073296130924,1.0516360017424695,1.687434841501794,1.5745895544230324,1.3473838817037325
8,0.75,8,1.876979900571173,1.4846891209069129,1.4207825083404437,1.8258130823479362,0.2053784791605007,2.2393708537099757,1.1085006294660722,1.740395910306927,1.6240682101639874,1.3892863102607191
8,0.95,8,1.9613269323394478,1.5337563423894074,1.4820665841821827,1.92147700714721,0.2197901869091884,2.319732086980178,1.1966739221617706,1.8189887820186859,1.6961603606315512,1.4466537698145845
9,0.05,9,1.64291729409778,1.3299617205032788,1.1984147047454847,1.567417594915923,0.16707719166866886,2.0116784038529354,0.8082782299575471,1.5248820803154761,1.4116128886054904,1.23729985183985
9,0.25,9,1.7669475839987183,1.410250105832018,1.3129220774087142,1.7058365880218214,0.18668827915695127,2.1382545999372353,0.9640911120231667,1.6426656490263074,1.5237796905998933,1.3266070610070109
9,0.5,9,1.8277111898959058,1.449257967062111,1.367261052404414,1.7739063271171487,0.19726302845798413,2.1991736193038895,1.032851635088027,1.699745508288811,1.5777279043331633,1.3725824841465395
9,0.75,9,1.8842419970561317,1.4840401659381839,1.4137566885184851,1.8376154843601749,0.20722004196298946,2.2548947114720987,1.0904906630095637,1.7526750425385738,1.6267551159143288,1.4141503805137141
9,0.95,9,1.970003920966686,1.5336829705933925,1.4768977835952142,1.9351408120810414,0.22160797718592545,2.337808128782522,1.1765397569784248,1.8326615995744928,1.6984581699319061,1.4743971042411537
10,0.05,10,1.6275416510265492,1.338905867441902,1.2479410286593526,1.5490953547395265,0.1621070568019668,1.97410201073577,0.8682588563888111,1.497175908140961,1.4109783018557525,1.175163441827705
10,0.25,10,1.7564556554113469,1.4144236604109512,1.3394143788352246,1.6938575217694019,0.18365320390760842,2.1135829847062886,0.9979540593379025,1.6261041294159675,1.524545063926457,1.2806130600061296
10,0.5,10,1.8181148383004435,1.4520189997838948,1.3869452783588425,1.7631677295285126,0.19467649164047907,2.1774181776755395,1.0592047150408384,1.6857334121953917,1.5790328566816683,1.3327572271604817
10,0.75,10,1.8739711652274096,1.4859726042587738,1.4298365114495282,1.82628585693669,0.20479624832411078,2.2323999488104542,1.1159729748430651,1.738631778251526,1.6286695961012845,1.375294834320913
10,0.95,10,1.957527524672969,1.534638647237246,1.4897595479138475,1.9215846402662993,0.21925437017151944,2.3113008383924125,1.2050265603335597,1.816892382512963,1.7014613130193772,1.4312735878174003
11,0.05,11,1.639989216121681,1.3462485343707857,1.2628825647067743,1.5775624739734806,0.16494598451634424,1.9976714413406969,0.8486875586246784,1.5217688167686665,1.4305466961948996,1.1873550900617706
11,0.25,11,1.7637962983017517,1.418869602581011,1.3488559261260868,1.7108737182505245,0.18547952367929993,2.1269298530059024,0.9866527783690137,1.6403532998901351,1.536299653419483,1.2882302817532938
11,0.5,11,1.8242082330815894,1.4557458621685475,1.3949033789196417,1.7776070882919572,0.19629515755959154,2.1879649333364997,1.0499725461455336,1.6974986157798042,1.5892134317007538,1.3383973274308354
11,0.75,11,1.879931494722608,1.4894964453191326,1.4371635016574205,1.8406943992655036,0.20638207463455865,2.242247604296332,1.1067092374332388,1.7501560470716684,1.6388019368064715,1.379948212722165
11,0.95,11,1.9639695585573522,1.5381985725020444,1.49678611965764,1.9375174514417375,0.22090486528589712,2.3215065187997523,1.194395126082264,1.8294521091140652,1.7124024897413281,1.4354410054303046
12,0.05,12,1.6271619866605227,1.339032958674619,1.249109836339437,1.5491423233683081,0.1620049166092654,1.97323148071405,0.8692189952444789,1.4969040069136283,1.4113477399424288,1.1739182628078928
12,0.25,12,1.756203898654064,1.4144766590116096,1.3400924501862623,1.6938653765264557,0.1835936081511682,2.113017586488685,0.9985022539857301,1.6259399348651253,1.5247891719286384,1.2796603126298012
12,0.5,12,1.817891358620528,1.4520490125108465,1.3874803925325707,1.763162720580634,0.1946273209797638,2.176937446778682,1.0596564084478566,1.685596423618973,1.5792547452288626,1.3319557057023237
