observations,centile,subject_ids,AUDITORY,COGNITIVE,EMOTION,GUSTATORY,MEDIAL_WALL,MOTOR,OLFACTORY,SOMATOSENSORY,VISION,VISION_V1
6,0.25,6,1262.772768910635,3780.3298213045455,957.7154131092208,166.0183908595717,437.62340020510715,2857.623716832555,122.15943785741149,2014.3175343004534,6532.70511332113,1646.1989845417775
6,0.5,6,1342.595087874125,3996.2601138771356,1018.5391231255082,178.15693709374716,475.3659322918602,3029.7544866267017,133.472139751934,2140.6886187235173,6920.161221632624,1752.5129730045587
6,0.75,6,1435.3760936228387,4244.425559976143,1089.7387771684591,192.07828365251805,521.5852676567631,3221.453807178213,146.71210158876318,2280.6741222400683,7331.733818574829,1871.0230976595094
6,0.95,6,1615.401514640773,4695.726604429291,1223.665356335745,219.76440432107208,617.9366988109973,3580.9971777000674,174.46614262261858,2540.302716451505,8055.3771122656235,2103.572150526066
7,0.05,7,1182.9933114747644,3591.437675739496,946.1208844818664,157.5209666670415,392.7862719988454,2787.134727731282,104.74794130020464,1936.282885351858,6347.755060208463,1621.150180255966
7,0.25,7,1303.7194880224292,3914.704536386825,1040.573829666436,175.80550465173664,446.2633539403699,3050.3612892222504,122.91397647733493,2128.8700872783165,6938.416031477585,1786.3135952635105
7,0.5,7,1394.7220383955475,4166.0382943204495,1122.2422899342735,189.96983613011466,487.03191655030065,3258.7199440658683,134.6953296581285,2274.9528170200115,7373.631886275718,1922.2803490374838
7,0.75,7,1508.6304003499492,4471.043455810066,1225.8392486845505,208.25997862489209,539.0545086918639,3521.473261878461,148.82442820512492,2454.9047491510296,7889.655761695156,2103.769592747912
7,0.95,7,1737.973999342129,5034.162906780099,1423.3198285645722,246.5476099943383,650.7040088323173,4043.9930876234976,179.1850843521289,2803.5443466547586,8838.030586034158,2491.007009015238
8,0.05,8,1158.673513816203,3496.742282128184,866.4265460592584,149.16756209713205,381.54692972493734,2601.206840655771,103.44596188597612,1836.3312878032666,6091.286926564799,1436.4267471080184
8,0.25,8,1268.6487831138672,3784.457219605141,947.9168526361784,166.68120998822008,433.07043806711295,2853.5753812780904,121.20334745965147,2022.44025550859,6666.633046398653,1607.0174876935885
8,0.5,8,1345.0894116931486,3988.6608858593086,1004.8648667803132,178.5031914964666,469.7833112835252,3018.6021205382203,132.38198398917342,2144.840050597463,7046.46391002036,1708.3721733724376
8,0.75,8,1433.6616931483343,4221.094687180656,1069.7814185028392,192.06420725888475,513.8541958093714,3200.20548408336,145.22592796277453,2280.540768077175,7464.420042933887,1813.3794212364605
8,0.95,8,1603.0805922003515,4638.0423774561705,1189.3400747455566,218.79167181785928,604.4755356164012,3534.731171028059,171.8154070409455,2530.1749749252476,8207.626223515834,2005.3428970537907
9,0.05,9,1070.6745633801743,3245.9054148989794,814.2028805733398,137.06988949172518,351.23681888699826,2416.0387996473796,95.23676093112682,1683.1667372753,5597.908764084849,1367.1935835860922
9,0.25,9,1196.0510601590768,3568.732830430798,903.954752458879,156.66960954975883,406.68996974775723,2707.8884935586084,115.04307699990926,1900.6674727577968,6271.751498029798,1558.5065955150794
9,0.5,9,1272.420430049018,3771.2938679692516,960.4727369669527,168.59738802130178,441.9878025074018,2879.084389061013,126.33887937272058,2027.8407732960263,6665.450273672231,1665.5756761347845
9,0.75,9,1350.7708050546448,3979.1312561282384,1019.8080352114467,180.71172827579562,480.10027347587527,3047.9692742242564,138.01045145331847,2152.1465016262996,7049.1138738675945,1769.207972350072
9,0.95,9,1489.8798447171416,4333.25614106269,1124.283746622471,202.46921993020635,552.8450410677028,3333.9770726475963,160.49992188344422,2360.988333793468,7680.555850340658,1948.161604654462
10,0.05,10,1152.1856075777982,3462.1921900703464,850.4424778265062,148.2462798299807,373.8804392601911,2560.719588163821,102.69331435920292,1826.2176582599232,6126.611036441437,1420.0004626893997
10,0.25,10,1261.2789687664333,3747.50497762535,932.3650649009786,165.7308231125061,425.94680464851643,2816.697502050087,120.58751874731522,2012.0869725122686,6693.147477306318,1592.0432614057859
10,0.5,10,1335.9698985317675,3945.2747107928317,987.4700766385771,177.39448037296472,461.8300105415908,2979.090280109127,131.72660860996328,2132.9006730768774,7071.224268965549,1692.6016258593359
